urn:cts:greekLit:tlg0012.tlg001.gk-eng-mashup:1.1-1.32	Μῆνιν ἄειδε θεὰ Πηληϊάδεω Ἀχιλῆος οὐλομένην, ἣ μυρί᾽ Ἀχαιοῖς ἄλγε᾽ ἔθηκε, πολλὰς δ᾽ ἰφθίμους ψυχὰς Ἄϊδι προΐαψεν ἡρώων, αὐτοὺς δὲ ἑλώρια τεῦχε κύνεσσιν οἰωνοῖσί τε πᾶσι, Διὸς δ᾽ ἐτελείετο βουλή, ἐξ οὗ δὴ τὰ πρῶτα διαστήτην ἐρίσαντε Ἀτρεΐδης τε ἄναξ ἀνδρῶν καὶ δῖος Ἀχιλλεύς. Τίς τάρ σφωε θεῶν ἔριδι ξυνέηκε μάχεσθαι; Λητοῦς καὶ Διὸς υἱός· ὃ γὰρ βασιλῆϊ χολωθεὶς νοῦσον ἀνὰ στρατὸν ὄρσε κακήν, ὀλέκοντο δὲ λαοί, οὕνεκα τὸν Χρύσην ἠτίμασεν ἀρητῆρα Ἀτρεΐδης· ὃ γὰρ ἦλθε θοὰς ἐπὶ νῆας Ἀχαιῶν λυσόμενός τε θύγατρα φέρων τ᾽ ἀπερείσι᾽ ἄποινα, στέμματ᾽ ἔχων ἐν χερσὶν ἑκηβόλου Ἀπόλλωνος χρυσέῳ ἀνὰ σκήπτρῳ, καὶ λίσσετο πάντας Ἀχαιούς, Ἀτρεΐδα δὲ μάλιστα δύω, κοσμήτορε λαῶν· Ἀτρεΐδαι τε καὶ ἄλλοι ἐϋκνήμιδες Ἀχαιοί, ὑμῖν μὲν θεοὶ δοῖεν Ὀλύμπια δώματ᾽ ἔχοντες ἐκπέρσαι Πριάμοιο πόλιν, εὖ δ᾽ οἴκαδ᾽ ἱκέσθαι· παῖδα δ᾽ ἐμοὶ λύσαιτε φίλην, τὰ δ᾽ ἄποινα δέχεσθαι, ἁζόμενοι Διὸς υἱὸν ἑκηβόλον Ἀπόλλωνα. Ἔνθ᾽ ἄλλοι μὲν πάντες ἐπευφήμησαν Ἀχαιοὶ αἰδεῖσθαί θ᾽ ἱερῆα καὶ ἀγλαὰ δέχθαι ἄποινα· ἀλλ᾽ οὐκ Ἀτρεΐδῃ Ἀγαμέμνονι ἥνδανε θυμῷ, ἀλλὰ κακῶς ἀφίει, κρατερὸν δ᾽ ἐπὶ μῦθον ἔτελλε· μή σε γέρον κοίλῃσιν ἐγὼ παρὰ νηυσὶ κιχείω ἢ νῦν δηθύνοντ᾽ ἢ ὕστερον αὖτις ἰόντα, μή νύ τοι οὐ χραίσμῃ σκῆπτρον καὶ στέμμα θεοῖο· τὴν δ᾽ ἐγὼ οὐ λύσω· πρίν μιν καὶ γῆρας ἔπεισιν ἡμετέρῳ ἐνὶ οἴκῳ ἐν Ἄργεϊ τηλόθι πάτρης ἱστὸν ἐποιχομένην καὶ ἐμὸν λέχος ἀντιόωσαν· ἀλλ᾽ ἴθι μή μ᾽ ἐρέθιζε σαώτερος ὥς κε νέηαι. SING, goddess, the anger of Peleus' son Achilleus and its devastation, which put pains thousandfold upon the Achaians, hurled in their multitudes to the house of Hades strong souls of heroes, but gave their bodies to be the delicate feasting of dogs, of all birds, and the will of Zeus was accomplished since that time when first there stood in division of conflict Atreus' son the lord of men and brilliant Achilleus. What god was it then set them together in bitter collision? Zeus' son and Leto's, Apollo, who in anger at the king drove the foul pestilence along the host, and the people perished, since Atreus' son had dishonoured Chryses, priest of Apollo, when he came beside the fast ships of the Achaians to ransom back his daughter, carrying gifts beyond count and holding in his hands wound on a staff of gold the ribbons of Apollo who strikes from afar, and supplicated all the Achaians, but above all Atreus' two sons, the marshals of the people: 'Sons of Atreus and you other strong-greaved Achaians, to you may the gods grant who have their homes on Olympos Priam's city to be plundered and a fair homecoming thereafter, but may you give me back my own daughter and take the ransom, giving honour to Zeus' son who strikes from afar, Apollo.' Then all the rest of the Achaians cried out in favour that the priest be respected and the shining ransom be taken; yet this pleased not the heart of Atreus' son Agamemnon, but harshly he drove him away with a strong order upon him: 'Never let me find you again, old sir, near our hollow ships, neither lingering now nor coming again hereafter, for fear your staff and the god's ribbons help you no longer. The girl I will not give back; sooner will old age come upon her in my own house, in Argos, far from her own land, going up and down by the loom and being in my bed as my companion. So go now, do not make me angry; so you will be safer.'
urn:cts:greekLit:tlg0012.tlg001.gk-eng-mashup:1.33-1.42	Ὣς ἔφατ᾽, ἔδεισεν δ᾽ ὃ γέρων καὶ ἐπείθετο μύθῳ· βῆ δ᾽ ἀκέων παρὰ θῖνα πολυφλοίσβοιο θαλάσσης· πολλὰ δ᾽ ἔπειτ᾽ ἀπάνευθε κιὼν ἠρᾶθ᾽ ὃ γεραιὸς Ἀπόλλωνι ἄνακτι, τὸν ἠΰκομος τέκε Λητώ· κλῦθί μευ ἀργυρότοξ᾽, ὃς Χρύσην ἀμφιβέβηκας Κίλλάν τε ζαθέην Τενέδοιό τε ἶφι ἀνάσσεις, Σμινθεῦ εἴ ποτέ τοι χαρίεντ᾽ ἐπὶ νηὸν ἔρεψα, ἢ εἰ δή ποτέ τοι κατὰ πίονα μηρί᾽ ἔκηα ταύρων ἠδ᾽ αἰγῶν, τὸ δέ μοι κρήηνον ἐέλδωρ· τίσειαν Δαναοὶ ἐμὰ δάκρυα σοῖσι βέλεσσιν. So he spoke, and the old man in terror obeyed him and went silently away beside the murmuring sea beach. Over and over the old man prayed as he walked in solitude to King Apollo, whom Leto of the lovely hair bore: 'Hear me, lord of the silver bow who set your power about Chryse and Killa the sacrosanct, who are lord in strength over Tenedos, Smintheus, if ever it pleased your heart that I built your temple, if ever it pleased you that I burned all the rich thigh pieces of bulls, of goats, then bring to pass this wish I pray for: let your arrows make the Danaans pay for my tears shed.'
urn:cts:greekLit:tlg0012.tlg001.gk-eng-mashup:1.43-1.52	Ὣς ἔφατ᾽ εὐχόμενος, τοῦ δ᾽ ἔκλυε Φοῖβος Ἀπόλλων, βῆ δὲ κατ᾽ Οὐλύμποιο καρήνων χωόμενος κῆρ, τόξ᾽ ὤμοισιν ἔχων ἀμφηρεφέα τε φαρέτρην· ἔκλαγξαν δ᾽ ἄρ᾽ ὀϊστοὶ ἐπ᾽ ὤμων χωομένοιο, αὐτοῦ κινηθέντος· ὃ δ᾽ ἤϊε νυκτὶ ἐοικώς. ἕζετ᾽ ἔπειτ᾽ ἀπάνευθε νεῶν, μετὰ δ᾽ ἰὸν ἕηκε· δεινὴ δὲ κλαγγὴ γένετ᾽ ἀργυρέοιο βιοῖο· οὐρῆας μὲν πρῶτον ἐπῴχετο καὶ κύνας ἀργούς, αὐτὰρ ἔπειτ᾽ αὐτοῖσι βέλος ἐχεπευκὲς ἐφιεὶς βάλλ᾽· αἰεὶ δὲ πυραὶ νεκύων καίοντο θαμειαί. So he spoke in prayer, and Phoibos Apollo heard him, and strode down along the pinnacles of Olympos, angered in his heart, carrying across his shoulders the bow and the hooded quiver; and the shafts clashed on the shoulders of the god walking angrily. He came as night comes down and knelt then apart and opposite the ships and let go an arrow. Terrible was the clash that rose from the bow of silver. First he went after the mules and the circling hounds, then let go a tearing arrow against the men themselves and struck them. The corpse fires burned everywhere and did not stop burning.
urn:cts:greekLit:tlg0012.tlg001.gk-eng-mashup:1.53-1.58	Ἐννῆμαρ μὲν ἀνὰ στρατὸν ᾤχετο κῆλα θεοῖο, τῇ δεκάτῃ δ᾽ ἀγορὴν δὲ καλέσσατο λαὸν Ἀχιλλεύς· τῷ γὰρ ἐπὶ φρεσὶ θῆκε θεὰ λευκώλενος Ἥρη· κήδετο γὰρ Δαναῶν, ὅτι ῥα θνήσκοντας ὁρᾶτο. οἳ δ᾽ ἐπεὶ οὖν ἤγερθεν ὁμηγερέες τε γένοντο, τοῖσι δ᾽ ἀνιστάμενος μετέφη πόδας ὠκὺς Ἀχιλλεύς· Nine days up and down the host ranged the god's arrows, but on the tenth Achilleus called the people to assembly; a thing put into his mind by the goddess of the white arms, Hera, who had pity upon the Danaans when she saw them dying. Now when they were all assembled in one place together, Achilleus of the swift feet stood up among them and spoke forth:
urn:cts:greekLit:tlg0012.tlg001.gk-eng-mashup:1.59-1.67	Ἀτρεΐδη νῦν ἄμμε παλιμπλαγχθέντας ὀΐω ἂψ ἀπονοστήσειν, εἴ κεν θάνατόν γε φύγοιμεν, εἰ δὴ ὁμοῦ πόλεμός τε δαμᾷ καὶ λοιμὸς Ἀχαιούς· ἀλλ᾽ ἄγε δή τινα μάντιν ἐρείομεν ἢ ἱερῆα ἢ καὶ ὀνειροπόλον, καὶ γάρ τ᾽ ὄναρ ἐκ Διός ἐστιν, ὅς κ᾽ εἴποι ὅ τι τόσσον ἐχώσατο Φοῖβος Ἀπόλλων, εἴ ταρ ὅ γ᾽ εὐχωλῆς ἐπιμέμφεται ἠδ᾽ ἑκατόμβης, αἴ κέν πως ἀρνῶν κνίσης αἰγῶν τε τελείων βούλεται ἀντιάσας ἡμῖν ἀπὸ λοιγὸν ἀμῦναι. 'Son of Atreus, I believe now that straggling backwards we must make our way home if we can even escape death, if fighting now must crush the Achaians and the plague likewise. No, come, let us ask some holy man, some prophet, even an interpreter of dreams, since a dream also comes from Zeus, who can tell why Phoibos Apollo is so angry, if for the sake of some vow, some hecatomb he blames us, if given the fragrant smoke of lambs, of he goats, somehow he can be made willing to beat the bane aside from us.'
urn:cts:greekLit:tlg0012.tlg001.gk-eng-mashup:1.68-1.73	Ἤτοι ὅ γ᾽ ὣς εἰπὼν κατ᾽ ἄρ᾽ ἕζετο· τοῖσι δ᾽ ἀνέστη Κάλχας Θεστορίδης οἰωνοπόλων ὄχ᾽ ἄριστος, ὃς ᾔδη τά τ᾽ ἐόντα τά τ᾽ ἐσσόμενα πρό τ᾽ ἐόντα, καὶ νήεσσ᾽ ἡγήσατ᾽ Ἀχαιῶν Ἴλιον εἴσω ἣν διὰ μαντοσύνην, τήν οἱ πόρε Φοῖβος Ἀπόλλων· ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν· He spoke thus and sat down again, and among them stood up Kalchas, Thestor's son, far the best of the bird interpreters, who knew all things that were, the things to come and the things past, who guided into the land of Ilion the ships of the Achaians through that seercraft of his own that Phoibos Apollo gave him. He in kind intention toward all stood forth and addressed them:
urn:cts:greekLit:tlg0012.tlg001.gk-eng-mashup:1.74-1.75	ὦ Ἀχιλεῦ κέλεαί με Διῒ φίλε μυθήσασθαι μῆνιν Ἀπόλλωνος ἑκατηβελέταο ἄνακτος· 'You have bidden me, Achilleus beloved of Zeus, to explain to you this anger of Apollo the lord who strikes from afar. Then
urn:cts:greekLit:tlg0012.tlg001.gk-eng-mashup:1.76-1.84	τοὶ γὰρ ἐγὼν ἐρέω· σὺ δὲ σύνθεο καί μοι ὄμοσσον ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν· ἦ γὰρ ὀΐομαι ἄνδρα χολωσέμεν, ὃς μέγα πάντων Ἀργείων κρατέει καί οἱ πείθονται Ἀχαιοί· κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηϊ· εἴ περ γάρ τε χόλον γε καὶ αὐτῆμαρ καταπέψῃ, ἀλλά τε καὶ μετόπισθεν ἔχει κότον, ὄφρα τελέσσῃ, ἐν στήθεσσιν ἑοῖσι· σὺ δὲ φράσαι εἴ με σαώσεις. Τὸν δ᾽ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς· I will speak; yet make me a promise and swear before me readily by word and work of your hands to defend me, since I believe I shall make a man angry who holds great kingship over the men of Argos, and all the Achaians obey him. For a king when he is angry with a man beneath him is too strong, and suppose even for the day itself he swallow down his anger, he still keeps bitterness that remains until its fulfilment deep in his chest. Speak forth then, tell me if you will protect me.' Then in answer again spoke Achilleus of the swift feet:
urn:cts:greekLit:tlg0012.tlg001.gk-eng-mashup:1.85-1.105	θαρσήσας μάλα εἰπὲ θεοπρόπιον ὅ τι οἶσθα· οὐ μὰ γὰρ Ἀπόλλωνα Διῒ φίλον, ᾧ τε σὺ Κάλχαν εὐχόμενος Δαναοῖσι θεοπροπίας ἀναφαίνεις, οὔ τις ἐμεῦ ζῶντος καὶ ἐπὶ χθονὶ δερκομένοιο σοὶ κοίλῃς παρὰ νηυσὶ βαρείας χεῖρας ἐποίσει συμπάντων Δαναῶν, οὐδ᾽ ἢν Ἀγαμέμνονα εἴπῃς, ὃς νῦν πολλὸν ἄριστος Ἀχαιῶν εὔχεται εἶναι. Καὶ τότε δὴ θάρσησε καὶ ηὔδα μάντις ἀμύμων· οὔ ταρ ὅ γ᾽ εὐχωλῆς ἐπιμέμφεται οὐδ᾽ ἑκατόμβης, ἀλλ᾽ ἕνεκ᾽ ἀρητῆρος ὃν ἠτίμησ᾽ Ἀγαμέμνων, οὐδ᾽ ἀπέλυσε θύγατρα καὶ οὐκ ἀπεδέξατ᾽ ἄποινα, τοὔνεκ᾽ ἄρ᾽ ἄλγε᾽ ἔδωκεν ἑκηβόλος ἠδ᾽ ἔτι δώσει· οὐδ᾽ ὅ γε πρὶν Δαναοῖσιν ἀεικέα λοιγὸν ἀπώσει πρίν γ᾽ ἀπὸ πατρὶ φίλῳ δόμεναι ἑλικώπιδα κούρην ἀπριάτην ἀνάποινον, ἄγειν θ᾽ ἱερὴν ἑκατόμβην ἐς Χρύσην· τότε κέν μιν ἱλασσάμενοι πεπίθοιμεν. Ἤτοι ὅ γ᾽ ὣς εἰπὼν κατ᾽ ἄρ᾽ ἕζετο· τοῖσι δ᾽ ἀνέστη ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων ἀχνύμενος· μένεος δὲ μέγα φρένες ἀμφιμέλαιναι πίμπλαντ᾽, ὄσσε δέ οἱ πυρὶ λαμπετόωντι ἐΐκτην· Κάλχαντα πρώτιστα κάκ᾽ ὀσσόμενος προσέειπε· 'Speak, interpreting whatever you know, and fear nothing. In the name of Apollo beloved of Zeus to whom you, Kalchas, make your prayers when you interpret the gods' will to the Danaans, no man so long as I am alive above earth and see daylight shall lay the weight of his hands on you beside the hollow ships, not one of all the Danaans, even if you mean Agamemnon, who now claims to be far the greatest of all the Achaians.' At this the blameless seer took courage again and spoke forth: 'No, it is not for the sake of some vow or hecatomb he blames us, but for the sake of his priest whom Agamemnon dishonoured and would not give him back his daughter nor accept the ransom. Therefore the archer sent griefs against us and will send them still, nor sooner thrust back the shameful plague from the Danaans until we give the glancing-eyed girl back to her father without price, without ransom, and lead also a blessed hecatomb to Chryse; thus we might propitiate and persuade him.' He spoke thus and sat down again, and among them stood up Atreus' son the hero wide-ruling Agamemnon raging, the heart within filled black to the brim with anger from beneath, but his two eyes showed like fire in their blazing. First of all he eyed Kalchas bitterly and spoke to him:
urn:cts:greekLit:tlg0012.tlg001.gk-eng-mashup:1.106-1.120	μάντι κακῶν οὐ πώ ποτέ μοι τὸ κρήγυον εἶπας· αἰεί τοι τὰ κάκ᾽ ἐστὶ φίλα φρεσὶ μαντεύεσθαι, ἐσθλὸν δ᾽ οὔτέ τί πω εἶπας ἔπος οὔτ᾽ ἐτέλεσσας· καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεις ὡς δὴ τοῦδ᾽ ἕνεκά σφιν ἑκηβόλος ἄλγεα τεύχει, οὕνεκ᾽ ἐγὼ κούρης Χρυσηΐδος ἀγλά᾽ ἄποινα οὐκ ἔθελον δέξασθαι, ἐπεὶ πολὺ βούλομαι αὐτὴν οἴκοι ἔχειν· καὶ γάρ ῥα Κλυταιμνήστρης προβέβουλα κουριδίης ἀλόχου, ἐπεὶ οὔ ἑθέν ἐστι χερείων, οὐ δέμας οὐδὲ φυήν, οὔτ᾽ ἂρ φρένας οὔτέ τι ἔργα. ἀλλὰ καὶ ὧς ἐθέλω δόμεναι πάλιν εἰ τό γ᾽ ἄμεινον· βούλομ᾽ ἐγὼ λαὸν σῶν ἔμμεναι ἢ ἀπολέσθαι· αὐτὰρ ἐμοὶ γέρας αὐτίχ᾽ ἑτοιμάσατ᾽ ὄφρα μὴ οἶος Ἀργείων ἀγέραστος ἔω, ἐπεὶ οὐδὲ ἔοικε· λεύσσετε γὰρ τό γε πάντες ὅ μοι γέρας ἔρχεται ἄλλῃ. 'Seer of evil: never yet have you told me a good thing. Always the evil things are dear to your heart to prophesy, but nothing excellent have you said nor ever accomplished. Now once more you make divination to the Danaans, argue forth your reason why he who strikes from afar afflicts them, because I for the sake of the girl Chryseis would not take the shining ransom; and indeed I wish greatly to have her in my own house; since I like her better than Klytaimestra my own wife, for in truth she is no way inferior, neither in build nor stature nor wit, not in accomplishment. Still I am willing to give her back, if such is the best way. I myself desire that my people be safe, not perish. Find me then some prize that shall be my own, lest I only among the Argives go without, since that were unfitting; you are all witnesses to this thing, that my prize goes elsewhere.'
